date,bedrooms,bathrooms,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,view_bool,sqft_basement_bool,yr_renovated_bool,ft_lot,ft_above,Population_Density,Housing_Units,Median_Home_Value,Land_Area,Water_Area,Median_Household_Income,Median_Age,pers_houses_occupied
39,4,2.5,2.0,0,3,7,1990,13,47.3063,-122.359,0,0,0,4.366635922504162,3.785221626028687,4604.0,18026.0,265100.0,10.32,1.39,67906.0,36.0,0.938200377232886
112,4,1.0,1.0,0,3,7,1958,31,47.5104,-122.165,0,0,0,4.518053012682423,3.691994728989254,4323.0,13746.0,342600.0,7.52,1.55,70683.0,36.0,0.943110723119453
41,4,2.5,2.0,0,3,7,2003,23,47.3483,-122.053,0,0,0,4.337525638015909,3.739367412783938,469.0,11387.0,317700.0,66.49,0.39,95043.0,37.0,0.9531922367612188
167,4,3.25,1.0,0,4,8,1980,36,47.7293,-122.099,0,1,0,5.752295414090085,3.800451229771041,1231.0,9091.0,466100.0,18.13,0.03,107654.0,41.0,0.9277307226927732
311,2,1.0,1.0,0,3,6,1949,52,47.5621,-122.283,0,0,0,4.349757374105096,3.268345798795653,6841.0,16162.0,350700.0,6.25,2.64,52276.0,38.0,0.9359608959287216
227,3,3.5,2.0,0,5,8,1969,3,47.582,-122.194,0,0,0,4.692986470309671,3.9316333620047854,3977.0,16568.0,723300.0,7.03,1.61,93521.0,40.0,0.803959439884114
117,3,3.0,1.0,0,3,7,1981,16,47.7717,-122.25,0,1,0,4.584759188727964,3.5573847241832315,3606.0,8566.0,386200.0,5.66,0.72,82448.0,40.0,0.9317067476068176
91,3,2.25,2.0,0,3,8,2004,51,47.6799,-122.375,0,1,0,3.5537127370553523,3.468657040611841,7953.0,14213.0,463500.0,3.94,0.61,86986.0,40.0,0.9615844649264758
118,4,3.75,3.0,0,3,11,1994,51,47.6992,-122.385,0,1,0,4.487562119713852,4.049321421879709,7953.0,14213.0,463500.0,3.94,0.61,86986.0,40.0,0.9615844649264758
222,4,1.5,2.0,0,3,7,1975,0,47.3314,-122.275,0,0,0,4.523910721239204,3.622113757801675,1717.0,11249.0,268800.0,18.59,0.32,71746.0,38.0,0.9527069072806472
80,3,2.5,2.0,0,3,9,2008,30,47.4471,-122.207,0,0,0,4.305341767251788,3.9810336543768337,4585.0,9498.0,266100.0,4.78,0.1,66461.0,35.0,0.9250368498631292
46,3,2.5,2.0,0,3,9,1988,6,47.659,-122.146,0,0,0,4.475784821509411,3.929706577346792,5684.0,10996.0,379000.0,4.38,0.01,73162.0,32.0,0.9380683885049108
123,3,1.0,2.0,0,4,7,1929,49,47.6792,-122.31,0,0,0,4.292892991440924,3.73368553345878,7018.0,21623.0,492700.0,6.58,2.11,84159.0,38.0,0.9460296906072236
348,5,2.75,1.0,0,3,7,1992,67,47.4683,-122.263,0,1,0,4.487562119713852,3.63965941770731,3062.0,9959.0,226800.0,7.55,0.29,40815.0,35.0,0.9301134652073502
355,4,1.75,1.0,0,3,7,1956,69,47.6397,-122.388,0,1,0,4.314814310373013,3.659932464904485,4714.0,9810.0,606200.0,4.18,1.5,82882.0,42.0,0.927420998980632
153,3,2.5,2.0,0,3,8,2009,11,47.7344,-121.965,0,0,0,4.155084510990956,3.7449854494174,141.0,3907.0,376600.0,76.33,0.82,95025.0,37.0,0.9490657793703609
133,3,1.75,1.0,0,4,8,1908,53,47.6508,-122.368,0,1,1,3.801200667832909,3.275540167521702,8638.0,11592.0,608300.0,2.44,0.63,68383.0,34.0,0.9214975845410628
353,5,2.5,1.0,0,4,8,1978,32,47.4432,-122.135,0,1,0,4.508984239664363,3.632714861626976,2215.0,16120.0,302200.0,18.93,0.83,77780.0,38.0,0.9550248138957816
19,3,1.0,1.0,0,4,6,1947,57,47.7125,-122.331,0,0,0,4.408648891933288,3.448852471564318,6279.0,21903.0,326400.0,7.1,0.07,51499.0,39.0,0.9213349769437976
80,3,1.75,1.0,0,4,7,1975,22,47.7322,-122.207,0,0,0,4.4601277074540455,3.5964671106079,4428.0,17880.0,364900.0,9.13,1.69,77688.0,36.0,0.9446868008948546
193,5,3.0,2.0,0,4,8,1985,15,47.4658,-122.007,0,1,0,5.253327659738274,3.824846311855757,469.0,11248.0,478800.0,55.79,1.13,100644.0,41.0,0.9294096728307256
153,4,2.5,2.0,0,3,9,1997,33,47.4898,-122.127,0,0,0,5.052519838803431,4.02118900258664,1725.0,13004.0,363500.0,19.98,0.06,91465.0,38.0,0.953860350661335
221,5,3.5,2.0,0,3,10,2007,7,47.6249,-122.09,1,1,0,4.705823614340609,4.108044049316158,4437.0,9552.0,457200.0,5.5,2.85,92986.0,41.0,0.960322445561139
81,2,2.0,1.0,0,3,8,2007,29,47.7182,-122.022,0,0,0,4.162046880725202,3.6002124464724785,662.0,7652.0,544500.0,28.37,0.18,116518.0,41.0,0.9289074751698904
357,3,4.0,3.0,0,3,8,1997,42,47.6598,-122.355,1,0,0,3.859342747599233,3.820061586347682,9905.0,24128.0,478200.0,4.64,0.66,75763.0,34.0,0.9418103448275862
74,3,2.0,2.0,0,3,6,1996,29,47.635,-121.964,0,0,0,4.599083285522237,3.514986455853193,662.0,7652.0,544500.0,28.37,0.18,116518.0,41.0,0.9289074751698904
169,3,2.5,1.0,0,4,9,1945,4,47.6483,-122.163,0,0,1,5.314780821648177,3.857115572424543,2361.0,8070.0,568700.0,7.5,0.01,84774.0,38.0,0.9342007434944238
139,3,1.75,1.0,0,3,8,1989,30,47.4501,-122.208,0,0,0,4.358677333169261,3.713274536198652,4585.0,9498.0,266100.0,4.78,0.1,66461.0,35.0,0.9250368498631292
192,3,3.5,2.0,0,3,8,2006,50,47.5638,-122.388,0,1,0,3.669768847703837,3.5015327293932312,7523.0,11961.0,467900.0,2.96,0.73,74274.0,42.0,0.9283504723685312
96,2,2.5,2.0,0,3,7,2007,15,47.5262,-121.943,0,0,0,5.509183406834055,3.895761409575366,469.0,11248.0,478800.0,55.79,1.13,100644.0,41.0,0.9294096728307256
62,4,3.25,2.0,0,3,10,2006,3,47.6259,-122.194,0,0,0,4.649587542838336,4.1381973524316535,3977.0,16568.0,723300.0,7.03,1.61,93521.0,40.0,0.803959439884114
348,3,2.25,2.0,0,3,8,1984,37,47.6481,-122.061,0,0,0,4.61207232647629,3.790349876112282,2411.0,8942.0,556000.0,10.68,1.55,143686.0,38.0,0.9646611496309552
13,3,1.0,1.0,0,4,6,1969,23,47.3634,-122.027,0,0,0,4.624010719471936,3.528087642050205,469.0,11387.0,317700.0,66.49,0.39,95043.0,37.0,0.9531922367612188
273,2,1.5,2.0,0,3,7,2005,42,47.6951,-122.343,0,0,0,3.4820678062091224,3.268345798795653,9905.0,24128.0,478200.0,4.64,0.66,75763.0,34.0,0.9418103448275862
363,3,2.5,2.0,0,3,11,1999,37,47.6544,-122.085,0,0,0,4.578206014975313,4.098493963629449,2411.0,8942.0,556000.0,10.68,1.55,143686.0,38.0,0.9646611496309552
315,5,2.5,2.0,1,3,10,1925,52,47.5379,-122.264,1,0,0,5.713035219696722,4.114755559482228,6841.0,16162.0,350700.0,6.25,2.64,52276.0,38.0,0.9359608959287216
108,2,1.0,1.0,0,3,7,1949,56,47.5315,-122.38,0,1,0,4.205249226372637,3.412186835021543,6732.0,9805.0,358100.0,3.07,0.69,66408.0,38.0,0.9372768995410504
256,3,1.0,1.0,0,3,7,1951,21,47.6745,-122.197,0,0,0,4.950968175021696,3.4538776394910684,3696.0,16615.0,528300.0,9.29,1.71,103250.0,39.0,0.9177851339151368
353,4,3.0,1.0,0,3,9,1979,28,47.7112,-122.099,0,1,0,5.235535755060364,3.659932464904485,2908.0,25674.0,465200.0,20.1,0.83,99192.0,34.0,0.9351094492482668
69,5,3.0,2.0,0,3,9,2004,21,47.6689,-122.179,0,0,0,4.8129439077129295,3.996472273659053,3696.0,16615.0,528300.0,9.29,1.71,103250.0,39.0,0.9177851339151368
168,5,2.5,2.0,0,3,9,2014,5,47.5463,-122.182,0,0,0,4.228933862665711,3.9810336543768337,3402.0,13891.0,574000.0,10.69,0.75,110290.0,42.0,0.9565905982290692
370,3,2.5,2.0,0,3,7,2003,26,47.3747,-122.128,0,0,0,4.245116504916727,3.807895536017917,1537.0,15820.0,297100.0,28.41,1.21,87342.0,38.0,0.954298356510746
371,3,2.25,2.0,0,4,7,1990,26,47.3713,-122.091,0,0,0,4.456169283558774,3.691994728989254,1537.0,15820.0,297100.0,28.41,1.21,87342.0,38.0,0.954298356510746
115,4,2.25,2.0,0,3,8,1984,37,47.6276,-122.037,0,0,0,4.714175385589322,3.790349876112282,2411.0,8942.0,556000.0,10.68,1.55,143686.0,38.0,0.9646611496309552
82,3,2.25,2.0,0,3,8,1989,33,47.4786,-122.112,0,0,0,5.075973955917064,3.756035622917733,1725.0,13004.0,363500.0,19.98,0.06,91465.0,38.0,0.953860350661335
304,3,1.0,1.0,0,4,6,1977,26,47.363,-122.094,0,0,0,4.27820695228476,3.3546521701291496,1537.0,15820.0,297100.0,28.41,1.21,87342.0,38.0,0.954298356510746
81,4,2.5,2.0,0,4,9,1991,39,47.7503,-122.074,0,0,0,5.2412988985193545,4.0873514412347305,785.0,4775.0,570700.0,17.31,0.22,137125.0,43.0,0.9635602094240838
361,3,2.25,1.0,0,4,7,1963,1,47.3191,-122.213,0,0,0,4.59024976498258,3.676220550121792,4423.0,13480.0,167100.0,7.15,0.13,43568.0,35.0,0.9269287833827892
186,3,2.5,1.0,0,4,8,1957,2,47.3264,-122.308,0,1,0,5.257468244555784,3.6665115071932406,3800.0,18436.0,221600.0,11.62,0.11,45894.0,35.0,0.9356693425905837
270,3,1.5,1.5,0,4,8,1929,54,47.6163,-122.292,0,1,0,4.065765355302126,3.629206075297653,13594.0,17123.0,407600.0,2.31,1.22,53570.0,32.0,0.9178882205221048
245,3,2.25,1.0,0,3,8,1977,5,47.5578,-122.132,1,1,0,4.518707268411295,3.643095857351191,3402.0,13891.0,574000.0,10.69,0.75,110290.0,42.0,0.9565905982290692
341,3,2.75,2.0,0,3,9,2010,52,47.5661,-122.29,0,1,0,3.622113757801675,3.4923581600591325,6841.0,16162.0,350700.0,6.25,2.64,52276.0,38.0,0.9359608959287216
46,3,1.5,1.0,0,3,7,1968,22,47.7212,-122.179,0,1,0,4.452925590604011,3.458852804917653,4428.0,17880.0,364900.0,9.13,1.69,77688.0,36.0,0.9446868008948546
171,3,2.25,1.0,0,4,7,1968,20,47.3683,-122.279,0,1,0,4.692986470309671,3.50605764715319,2024.0,14451.0,234700.0,16.72,0.29,48853.0,33.0,0.9267870735589232
201,3,2.5,1.0,0,4,9,1955,41,47.6402,-122.314,0,1,0,4.416512653642182,3.63965941770731,15829.0,14289.0,406000.0,1.31,0.25,65054.0,33.0,0.9120302330463992
266,4,3.25,2.0,0,3,9,2014,59,47.5869,-122.311,0,1,0,3.9375596405201465,3.5654494151481733,7895.0,12660.0,391000.0,3.4,1.75,55950.0,38.0,0.9092417061611374
129,1,1.0,1.0,0,3,7,1911,42,47.6928,-122.337,0,0,0,4.277822188895245,3.2896256060050506,9905.0,24128.0,478200.0,4.64,0.66,75763.0,34.0,0.9418103448275862
306,4,2.5,1.0,0,4,8,1952,49,47.6948,-122.328,0,1,0,4.503377159938752,3.7072864406752943,7018.0,21623.0,492700.0,6.58,2.11,84159.0,38.0,0.9460296906072236
108,5,1.75,1.0,0,4,7,1959,33,47.5025,-122.142,0,0,0,4.82510345340084,3.739367412783938,1725.0,13004.0,363500.0,19.98,0.06,91465.0,38.0,0.953860350661335
291,4,2.5,2.0,0,3,8,2004,2,47.2592,-122.304,0,0,0,4.52981687727574,4.060145656984281,3800.0,18436.0,221600.0,11.62,0.11,45894.0,35.0,0.9356693425905837
33,5,2.5,1.0,0,5,7,1958,16,47.7646,-122.267,0,1,0,4.877493772108842,3.7072864406752943,3606.0,8566.0,386200.0,5.66,0.72,82448.0,40.0,0.9317067476068176
249,3,2.0,1.0,0,4,7,1986,23,47.3614,-122.045,0,0,0,4.550262752984488,3.6039299357162378,469.0,11387.0,317700.0,66.49,0.39,95043.0,37.0,0.9531922367612188
101,3,2.0,1.0,0,3,7,1961,57,47.74,-122.339,0,1,0,4.503499723979076,3.51054198214457,6279.0,21903.0,326400.0,7.1,0.07,51499.0,39.0,0.9213349769437976
245,3,1.75,1.0,0,3,7,1996,19,47.3902,-122.208,0,0,0,4.625549182224175,3.592693507790208,4877.0,12846.0,271500.0,7.5,0.1,63709.0,35.0,0.95298147283201
319,2,1.75,1.0,0,3,8,2006,29,47.7196,-122.022,0,0,0,4.217014475077734,3.7826376409494658,662.0,7652.0,544500.0,28.37,0.18,116518.0,41.0,0.9289074751698904
206,3,1.0,1.0,0,4,7,1961,68,47.3644,-122.312,0,1,0,4.490463603824189,3.536634858729855,4441.0,14328.0,258500.0,7.79,0.9,56364.0,38.0,0.914712451144612
80,4,2.5,2.0,0,3,9,2012,32,47.4557,-122.13,0,0,0,4.165793121815377,3.837540928858167,2215.0,16120.0,302200.0,18.93,0.83,77780.0,38.0,0.9550248138957816
230,2,2.25,2.0,0,3,8,2007,44,47.5396,-122.368,0,0,0,3.754393585317138,3.6730051049566463,4161.0,9990.0,281700.0,5.5,0.32,57875.0,34.0,0.9027027027027028
340,3,1.0,1.5,0,3,7,1900,42,47.6677,-122.333,0,0,0,4.268497909356208,3.622113757801675,9905.0,24128.0,478200.0,4.64,0.66,75763.0,34.0,0.9418103448275862
32,3,1.75,1.5,0,5,7,1942,49,47.69,-122.304,0,0,0,4.353162420069371,3.5654494151481733,7018.0,21623.0,492700.0,6.58,2.11,84159.0,38.0,0.9460296906072236
32,3,2.0,1.0,0,4,6,1942,31,47.4947,-122.185,0,1,1,4.315260938361621,3.2896256060050506,4323.0,13746.0,342600.0,7.52,1.55,70683.0,36.0,0.943110723119453
325,4,2.5,2.0,0,3,9,2006,29,47.6544,-121.998,0,0,0,6.226724107786404,4.040118708108351,662.0,7652.0,544500.0,28.37,0.18,116518.0,41.0,0.9289074751698904
367,3,1.5,2.0,0,3,7,1945,69,47.6471,-122.397,0,0,0,3.7463801504611896,3.6076199893650487,4714.0,9810.0,606200.0,4.18,1.5,82882.0,42.0,0.927420998980632
286,3,1.75,1.0,0,4,7,1952,3,47.5995,-122.198,0,1,0,4.709530201312334,3.5015327293932312,3977.0,16568.0,723300.0,7.03,1.61,93521.0,40.0,0.803959439884114
200,4,2.5,2.0,0,3,10,1994,5,47.5529,-122.12,0,0,0,4.5220838584608,3.943040700887873,3402.0,13891.0,574000.0,10.69,0.75,110290.0,42.0,0.9565905982290692
160,3,2.5,2.0,0,3,8,1985,28,47.7155,-122.104,0,0,0,4.461329149762201,3.753295890035421,2908.0,25674.0,465200.0,20.1,0.83,99192.0,34.0,0.9351094492482668
259,3,1.75,1.0,0,4,7,1987,40,47.2766,-122.146,0,0,0,4.570387954295136,3.6185295130623687,892.0,14935.0,287600.0,44.63,0.71,70877.0,35.0,0.9460328088382992
369,3,2.5,2.0,0,3,7,1994,18,47.3658,-122.172,0,0,0,4.407313777655348,3.691994728989254,4741.0,12739.0,251700.0,7.12,0.09,51446.0,32.0,0.93413925739854
6,4,1.75,1.0,0,4,8,1947,63,47.4444,-122.351,0,1,0,5.083617737346139,3.528087642050205,3580.0,8953.0,386900.0,5.67,1.56,63320.0,43.0,0.9250530548419524
52,3,2.0,1.0,0,3,6,1931,64,47.4727,-122.297,0,0,0,4.524204752414981,3.6002124464724785,3794.0,12541.0,240000.0,8.89,0.16,49233.0,34.0,0.9311857108683518
270,3,2.0,1.0,0,5,6,1944,31,47.4919,-122.187,0,1,0,4.404632806084655,3.2610463990850764,4323.0,13746.0,342600.0,7.52,1.55,70683.0,36.0,0.943110723119453
305,3,2.25,2.0,0,3,7,2009,16,47.7607,-122.233,0,0,0,4.210231001228233,3.653265699469753,3606.0,8566.0,386200.0,5.66,0.72,82448.0,40.0,0.9317067476068176
81,2,1.0,1.0,0,5,5,1914,1,47.297,-122.227,0,0,0,4.168913631223957,3.4538776394910684,4423.0,13480.0,167100.0,7.15,0.13,43568.0,35.0,0.9269287833827892
227,4,2.5,1.5,0,4,9,1921,48,47.6467,-122.304,0,1,0,4.253571427781368,3.805426395197625,6667.0,10897.0,754200.0,3.16,1.48,96054.0,39.0,0.9304395705239974
283,3,1.75,1.0,0,4,7,1967,4,47.6046,-122.168,0,0,0,4.451227796103441,3.5733860897263185,2361.0,8070.0,568700.0,7.5,0.01,84774.0,38.0,0.9342007434944238
370,3,2.5,2.0,0,3,9,2001,21,47.6734,-122.173,0,0,0,4.477401376425485,3.8916120081680186,3696.0,16615.0,528300.0,9.29,1.71,103250.0,39.0,0.9177851339151368
226,3,1.0,1.0,0,3,7,1969,22,47.7137,-122.213,0,0,0,4.460662038255633,3.473487996067709,4428.0,17880.0,364900.0,9.13,1.69,77688.0,36.0,0.9446868008948546
69,2,1.0,1.0,0,5,6,1942,56,47.5161,-122.374,0,0,0,4.374152456189812,3.253638856192506,6732.0,9805.0,358100.0,3.07,0.69,66408.0,38.0,0.9372768995410504
203,4,1.75,1.0,0,4,7,1960,15,47.5265,-122.05,0,1,0,4.820996454918998,3.6112830094110855,469.0,11248.0,478800.0,55.79,1.13,100644.0,41.0,0.9294096728307256
56,2,1.5,3.0,0,3,8,2008,42,47.6491,-122.334,0,0,0,3.715353541272984,3.545038417888046,9905.0,24128.0,478200.0,4.64,0.66,75763.0,34.0,0.9418103448275862
175,7,3.75,2.0,0,3,10,2001,38,47.595,-122.04,0,1,0,4.994878493844152,4.099869480315393,2185.0,7005.0,614100.0,9.48,1.63,142926.0,38.0,0.9611705924339756
357,2,1.0,1.0,0,4,6,1917,51,47.6931,-122.372,0,0,0,4.328825272055747,3.4830120935530564,7953.0,14213.0,463500.0,3.94,0.61,86986.0,40.0,0.9615844649264758
228,4,2.5,2.0,0,3,8,1995,16,47.7443,-122.228,0,0,0,5.26539434542928,3.8575618018160527,3606.0,8566.0,386200.0,5.66,0.72,82448.0,40.0,0.9317067476068176
342,3,1.5,1.0,0,3,7,1968,33,47.475,-122.111,0,0,0,5.066505355407188,3.6002124464724785,1725.0,13004.0,363500.0,19.98,0.06,91465.0,38.0,0.953860350661335
297,3,1.75,1.0,0,4,7,1967,33,47.473,-122.149,0,0,0,4.584759188727964,3.6632328069201607,1725.0,13004.0,363500.0,19.98,0.06,91465.0,38.0,0.953860350661335
20,4,1.5,1.0,0,3,7,1962,64,47.4787,-122.302,0,1,0,4.447266567899277,3.4637789531391583,3794.0,12541.0,240000.0,8.89,0.16,49233.0,34.0,0.9311857108683518
367,3,1.0,1.0,0,4,7,1956,6,47.5942,-122.136,0,0,0,4.609848233450104,3.64989868337908,5684.0,10996.0,379000.0,4.38,0.01,73162.0,32.0,0.9380683885049108
355,3,1.0,1.0,0,2,7,1983,37,47.6339,-122.033,0,1,0,4.647386713975506,3.412186835021543,2411.0,8942.0,556000.0,10.68,1.55,143686.0,38.0,0.9646611496309552
173,4,2.25,2.0,0,3,9,1989,38,47.5839,-121.991,0,0,0,5.246816272753187,3.8526312374331626,2185.0,7005.0,614100.0,9.48,1.63,142926.0,38.0,0.9611705924339756
152,4,2.5,2.0,0,3,9,2004,21,47.6874,-122.161,0,0,0,4.182021005961031,4.040118708108351,3696.0,16615.0,528300.0,9.29,1.71,103250.0,39.0,0.9177851339151368
26,2,2.0,1.0,0,5,5,1927,1,47.3025,-122.224,0,1,0,4.030901137269174,3.372618174742181,4423.0,13480.0,167100.0,7.15,0.13,43568.0,35.0,0.9269287833827892
167,3,3.5,2.0,0,4,9,1977,7,47.5845,-122.115,1,1,0,4.65950769430092,3.815230630891813,4437.0,9552.0,457200.0,5.5,2.85,92986.0,41.0,0.960322445561139
67,3,1.0,1.5,0,3,6,1944,55,47.7124,-122.289,0,0,0,4.499809670330265,3.622113757801675,6879.0,18677.0,372000.0,5.39,1.54,53044.0,38.0,0.9192589816351664
84,4,2.5,2.0,0,3,8,2005,23,47.3441,-122.04,0,0,0,4.338464124768698,3.93355275015837,469.0,11387.0,317700.0,66.49,0.39,95043.0,37.0,0.9531922367612188
18,3,1.5,1.0,0,4,8,1959,16,47.7623,-122.256,0,0,0,4.586319252396086,3.653265699469753,3606.0,8566.0,386200.0,5.66,0.72,82448.0,40.0,0.9317067476068176
375,3,1.75,1.5,0,3,7,1925,43,47.666,-122.327,0,0,0,4.124656873130318,3.725039784903749,10643.0,17161.0,613900.0,4.13,2.48,45560.0,23.0,0.9287920284365712
256,2,1.75,2.0,0,3,8,2012,46,47.5646,-122.295,0,0,0,3.714760421393231,3.5733860897263185,2989.0,8194.0,326500.0,7.48,0.37,52232.0,37.0,0.9327556748840616
52,3,1.75,1.0,0,4,7,1962,13,47.3208,-122.337,0,0,0,4.904588436532444,3.6185295130623687,4604.0,18026.0,265100.0,10.32,1.39,67906.0,36.0,0.938200377232886
52,3,2.25,2.0,0,3,7,2005,17,47.5485,-121.999,0,0,0,4.123610026372615,3.698167646900404,2719.0,10222.0,446900.0,8.95,0.02,99974.0,35.0,0.9446292310702408
66,3,1.0,1.0,0,4,7,1967,1,47.3256,-122.209,0,0,0,4.349757374105096,3.5573847241832315,4423.0,13480.0,167100.0,7.15,0.13,43568.0,35.0,0.9269287833827892
132,3,4.25,2.0,0,3,13,1997,65,47.7296,-122.37,1,1,0,5.231551670235775,4.249514610394283,3341.0,8078.0,478600.0,5.7,1.38,95648.0,48.0,0.95481554840307
67,2,1.0,1.0,0,3,6,1930,44,47.5329,-122.348,0,0,0,4.17141990213573,3.222859909692789,4161.0,9990.0,281700.0,5.5,0.32,57875.0,34.0,0.9027027027027028
173,3,1.75,1.0,0,3,7,1987,22,47.7315,-122.226,0,0,0,4.40358631145835,3.646508839886391,4428.0,17880.0,364900.0,9.13,1.69,77688.0,36.0,0.9446868008948546
152,3,1.75,2.0,0,3,7,1906,48,47.6296,-122.308,0,0,1,4.238185598447991,3.7072864406752943,6667.0,10897.0,754200.0,3.16,1.48,96054.0,39.0,0.9304395705239974
318,3,1.0,1.0,0,3,6,1952,13,47.3261,-122.353,0,0,0,5.586560842457982,3.553303068863651,4604.0,18026.0,265100.0,10.32,1.39,67906.0,36.0,0.938200377232886
327,3,2.5,2.0,0,3,9,2003,17,47.5453,-121.996,0,0,0,4.258596595708119,3.841241223267253,2719.0,10222.0,446900.0,8.95,0.02,99974.0,35.0,0.9446292310702408
318,2,1.0,1.0,0,3,6,1904,59,47.6013,-122.299,0,1,0,3.9505035259962105,3.329646959841819,7895.0,12660.0,391000.0,3.4,1.75,55950.0,38.0,0.9092417061611374
294,4,1.0,1.0,0,3,7,1971,32,47.4278,-122.152,0,1,0,4.517993492415703,3.323195257423865,2215.0,16120.0,302200.0,18.93,0.83,77780.0,38.0,0.9550248138957816
271,4,2.75,2.0,0,4,9,1998,38,47.5903,-121.986,0,0,0,4.6170284492967495,3.974015995318642,2185.0,7005.0,614100.0,9.48,1.63,142926.0,38.0,0.9611705924339756
335,4,2.0,1.0,0,5,6,1925,56,47.5261,-122.376,0,1,0,4.432514593343883,3.536634858729855,6732.0,9805.0,358100.0,3.07,0.69,66408.0,38.0,0.9372768995410504
343,4,3.25,2.0,0,3,10,2008,15,47.5322,-122.076,0,1,0,3.92231632223234,3.838931750339105,469.0,11248.0,478800.0,55.79,1.13,100644.0,41.0,0.9294096728307256
269,4,2.5,2.0,0,3,9,1996,26,47.3831,-122.147,1,0,0,4.571351861630186,3.9100189947293766,1537.0,15820.0,297100.0,28.41,1.21,87342.0,38.0,0.954298356510746
361,3,2.5,2.0,0,4,9,2000,69,47.659,-122.398,0,0,0,4.147024820051014,3.785221626028687,4714.0,9810.0,606200.0,4.18,1.5,82882.0,42.0,0.927420998980632
341,2,1.0,1.0,0,3,7,1981,22,47.7242,-122.161,0,0,0,3.9316333620047854,3.41759229307365,4428.0,17880.0,364900.0,9.13,1.69,77688.0,36.0,0.9446868008948546
258,1,1.75,1.0,0,3,7,1937,49,47.6724,-122.266,0,1,0,4.207247896588948,3.323195257423865,7018.0,21623.0,492700.0,6.58,2.11,84159.0,38.0,0.9460296906072236
144,4,1.75,1.0,0,3,7,1977,9,47.7721,-122.206,0,1,0,4.446168269819006,3.458852804917653,3569.0,12646.0,351000.0,8.19,0.0,71720.0,38.0,0.9414043966471612
