date,bedrooms,bathrooms,floors,waterfront,condition,grade,yr_built,zipcode,lat,long,dataset,price,view_bool,sqft_basement_bool,yr_renovated_bool,ft_living,ft_lot,ft_above
340,4,3.75,1.0,0,3,11,2013,98004,47.62,-122.207,train,14.914122846632385,0,1,0,4.267516554772284,4.80196765375693,4.169033262759401
39,4,2.5,2.0,0,3,7,1990,98023,47.3063,-122.359,train,12.537173338349476,0,0,0,3.785221626028687,4.366635922504162,3.785221626028687
112,4,1.0,1.0,0,3,7,1958,98056,47.5104,-122.165,train,12.502466658583977,0,0,0,3.691994728989254,4.518053012682423,3.691994728989254
41,4,2.5,2.0,0,3,7,2003,98038,47.3483,-122.053,train,12.421184025147118,0,0,0,3.7393674127839374,4.337525638015909,3.7393674127839374
167,4,3.25,1.0,0,4,8,1980,98072,47.7293,-122.099,train,13.670484785914017,0,1,0,4.065765355302126,5.752295414090085,3.800451229771041
311,2,1.0,1.0,0,3,6,1949,98118,47.5621,-122.283,train,12.468436909997664,0,0,0,3.268345798795653,4.349757374105096,3.268345798795653
227,3,3.5,2.0,0,5,8,1969,98004,47.582,-122.194,train,13.800396920154226,0,0,0,3.9316333620047867,4.692986470309671,3.9316333620047867
117,3,3.0,1.0,0,3,7,1981,98028,47.7717,-122.25,train,12.779873068457553,0,1,0,3.761470459036185,4.584759188727964,3.5573847241832315
91,3,2.25,2.0,0,3,8,2004,98117,47.6799,-122.375,train,12.987688474077729,0,1,0,3.514986455853193,3.5537127370553523,3.468657040611841
118,4,3.75,3.0,0,3,11,1994,98117,47.6992,-122.385,train,13.62918700385102,0,1,0,4.095731525663464,4.487562119713852,4.049321421879709
222,4,1.5,2.0,0,3,7,1975,98001,47.3314,-122.275,train,12.456831363877356,0,0,0,3.622113757801675,4.523910721239204,3.622113757801675
80,3,2.5,2.0,0,3,9,2008,98055,47.4471,-122.207,train,13.09190416991962,0,0,0,3.9810336543768337,4.305341767251788,3.9810336543768337
46,3,2.5,2.0,0,3,9,1988,98007,47.659,-122.146,train,13.603554196040628,0,0,0,3.9297065773467916,4.475784821509411,3.9297065773467916
123,3,1.0,2.0,0,4,7,1929,98115,47.6792,-122.31,train,13.47005811976228,0,0,0,3.7336855334587797,4.292892991440924,3.7336855334587797
348,5,2.75,1.0,0,3,7,1992,98188,47.4683,-122.263,train,12.691580461311874,0,1,0,3.8916120081680186,4.487562119713852,3.63965941770731
355,4,1.75,1.0,0,3,7,1956,98199,47.6397,-122.388,train,13.560618308335483,0,1,0,3.874661232330178,4.314814310373013,3.659932464904485
153,3,2.5,2.0,0,3,8,2009,98019,47.7344,-121.965,train,12.810388612383504,0,0,0,3.7449854494174004,4.155084510990956,3.7449854494174004
133,3,1.75,1.0,0,4,8,1908,98119,47.6508,-122.368,train,13.038981768465275,0,1,1,3.622113757801675,3.801200667832909,3.275540167521702
353,5,2.5,1.0,0,4,8,1978,98058,47.4432,-122.135,train,12.755638097612096,0,1,0,3.805426395197625,4.508984239664363,3.6327148616269764
19,3,1.0,1.0,0,4,6,1947,98133,47.7125,-122.331,train,12.691580461311874,0,0,0,3.448852471564318,4.408648891933288,3.448852471564318
80,3,1.75,1.0,0,4,7,1975,98034,47.7322,-122.207,train,12.793859310432293,0,0,0,3.5964671106079,4.4601277074540455,3.5964671106079
193,5,3.0,2.0,0,4,8,1985,98027,47.4658,-122.007,train,13.356644673128994,0,1,0,4.083108134296071,5.253327659738274,3.824846311855757
153,4,2.5,2.0,0,3,9,1997,98059,47.4898,-122.127,train,13.39239051461739,0,0,0,4.02118900258664,5.0525198388034305,4.02118900258664
221,5,3.5,2.0,0,3,10,2007,98008,47.6249,-122.09,train,14.13614373055574,1,1,0,4.273375996828891,4.705823614340609,4.108044049316158
81,2,2.0,1.0,0,3,8,2007,98053,47.7182,-122.022,train,12.871334622600584,0,0,0,3.6002124464724785,4.162046880725202,3.6002124464724785
357,3,4.0,3.0,0,3,8,1997,98103,47.6598,-122.355,train,13.567049198665774,1,0,0,3.820061586347682,3.859342747599233,3.820061586347682
74,3,2.0,2.0,0,3,6,1996,98053,47.635,-121.964,train,12.736700896592344,0,0,0,3.514986455853193,4.599083285522237,3.514986455853193
169,3,2.5,1.0,0,4,9,1945,98005,47.6483,-122.163,train,13.82347872761345,0,0,1,3.8571155724245427,5.314780821648177,3.8571155724245427
139,3,1.75,1.0,0,3,8,1989,98055,47.4501,-122.208,train,12.810388612383504,0,0,0,3.7132745361986523,4.358677333169261,3.7132745361986523
192,3,3.5,2.0,0,3,8,2006,98116,47.5638,-122.388,train,12.86099861326992,0,1,0,3.6112830094110855,3.6697688477038373,3.5015327293932312
96,2,2.5,2.0,0,3,7,2007,98027,47.5262,-121.943,train,12.971540487669746,0,0,0,3.895761409575366,5.509183406834055,3.895761409575366
62,4,3.25,2.0,0,3,10,2006,98004,47.6259,-122.194,train,14.444119217386648,0,0,0,4.1381973524316535,4.649587542838336,4.1381973524316535
348,3,2.25,2.0,0,3,8,1984,98074,47.6481,-122.061,train,13.312983737012978,0,0,0,3.7903498761122814,4.61207232647629,3.7903498761122814
13,3,1.0,1.0,0,4,6,1969,98038,47.3634,-122.027,train,12.2783933071098,0,0,0,3.528087642050205,4.6240107194719355,3.528087642050205
273,2,1.5,2.0,0,3,7,2005,98103,47.6951,-122.343,train,12.409013489526863,0,0,0,3.268345798795653,3.4820678062091224,3.268345798795653
363,3,2.5,2.0,0,3,11,1999,98074,47.6544,-122.085,train,13.778846573592682,0,0,0,4.098493963629449,4.578206014975313,4.098493963629449
315,5,2.5,2.0,1,3,10,1925,98118,47.5379,-122.264,train,14.881255243006766,1,0,0,4.114755559482228,5.713035219696722,4.114755559482228
108,2,1.0,1.0,0,3,7,1949,98126,47.5315,-122.38,train,12.751299696013495,0,1,0,3.6039299357162378,4.205249226372637,3.412186835021543
256,3,1.0,1.0,0,3,7,1951,98033,47.6745,-122.197,train,13.493926933836812,0,0,0,3.4538776394910684,4.950968175021696,3.4538776394910684
353,4,3.0,1.0,0,3,9,1979,98052,47.7112,-122.099,train,13.300509562787802,0,1,0,3.772166054026844,5.235535755060364,3.659932464904485
69,5,3.0,2.0,0,3,9,2004,98033,47.6689,-122.179,train,13.681979165339753,0,0,0,3.996472273659053,4.8129439077129295,3.996472273659053
168,5,2.5,2.0,0,3,9,2014,98006,47.5463,-122.182,train,13.54155912074854,0,0,0,3.9810336543768337,4.228933862665711,3.9810336543768337
370,3,2.5,2.0,0,3,7,2003,98042,47.3747,-122.128,train,12.594730635321955,0,0,0,3.8078955360179165,4.245116504916727,3.8078955360179165
371,3,2.25,2.0,0,4,7,1990,98042,47.3713,-122.091,train,12.468436909997664,0,0,0,3.691994728989254,4.456169283558774,3.691994728989254
115,4,2.25,2.0,0,3,8,1984,98074,47.6276,-122.037,train,13.122363377404328,0,0,0,3.7903498761122814,4.714175385589322,3.7903498761122814
82,3,2.25,2.0,0,3,8,1989,98059,47.4786,-122.112,train,12.84660987581782,0,0,0,3.756035622917733,5.075973955917064,3.756035622917733
304,3,1.0,1.0,0,4,6,1977,98042,47.363,-122.094,train,12.301382825334498,0,0,0,3.3546521701291496,4.2782069522847594,3.3546521701291496
81,4,2.5,2.0,0,4,9,1991,98077,47.7503,-122.074,train,13.500799813124576,0,0,0,4.0873514412347305,5.2412988985193545,4.0873514412347305
361,3,2.25,1.0,0,4,7,1963,98002,47.3191,-122.213,train,12.570715759118084,0,0,0,3.6762205501217915,4.59024976498258,3.6762205501217915
186,3,2.5,1.0,0,4,8,1957,98003,47.3264,-122.308,train,13.071070083016778,0,1,0,3.895761409575366,5.257468244555784,3.6665115071932406
270,3,1.5,1.5,0,4,8,1929,98122,47.6163,-122.292,train,13.102160670086809,0,1,0,3.792894410866017,4.065765355302126,3.6292060752976534
245,3,2.25,1.0,0,3,8,1977,98006,47.5578,-122.132,train,13.34550692871854,1,1,0,3.7800402325109137,4.518707268411295,3.643095857351191
341,3,2.75,2.0,0,3,9,2010,98118,47.5661,-122.29,train,13.17115354157376,0,1,0,3.8319386293517352,3.622113757801675,3.4923581600591325
46,3,1.5,1.0,0,3,7,1968,98034,47.7212,-122.179,train,12.904207367601158,0,1,0,3.63965941770731,4.452925590604011,3.458852804917653
171,3,2.25,1.0,0,4,7,1968,98032,47.3683,-122.279,train,12.531772785169476,0,1,0,3.691994728989254,4.692986470309671,3.50605764715319
201,3,2.5,1.0,0,4,9,1955,98102,47.6402,-122.314,train,13.77468856344402,0,1,0,3.802945000526561,4.416512653642182,3.63965941770731
266,4,3.25,2.0,0,3,9,2014,98144,47.5869,-122.311,train,13.269057756555132,0,1,0,3.774804582577266,3.9375596405201465,3.5654494151481733
129,1,1.0,1.0,0,3,7,1911,98103,47.6928,-122.337,train,12.506177237980513,0,0,0,3.2896256060050506,4.277822188895245,3.2896256060050506
306,4,2.5,1.0,0,4,8,1952,98115,47.6948,-122.328,train,13.279367126213993,0,1,0,3.838931750339105,4.5033771599387515,3.7072864406752943
108,5,1.75,1.0,0,4,7,1959,98059,47.5025,-122.142,train,12.206072645530174,0,0,0,3.7393674127839374,4.82510345340084,3.7393674127839374
291,4,2.5,2.0,0,3,8,2004,98003,47.2592,-122.304,train,12.92513120787462,0,0,0,4.060145656984281,4.5298168772757395,4.060145656984281
33,5,2.5,1.0,0,5,7,1958,98028,47.7646,-122.267,train,13.208541073645382,0,1,0,3.956028444089503,4.877493772108842,3.7072864406752943
249,3,2.0,1.0,0,4,7,1986,98038,47.3614,-122.045,train,12.377922902456833,0,0,0,3.6039299357162378,4.550262752984488,3.6039299357162378
101,3,2.0,1.0,0,3,7,1961,98133,47.74,-122.339,train,12.72039215855042,0,1,0,3.719191765022154,4.503499723979076,3.51054198214457
245,3,1.75,1.0,0,3,7,1996,98031,47.3902,-122.208,train,12.400816722322686,0,0,0,3.5926935077902082,4.625549182224175,3.5926935077902082
319,2,1.75,1.0,0,3,8,2006,98053,47.7196,-122.022,train,13.232114241363448,0,0,0,3.7826376409494658,4.217014475077734,3.7826376409494658
206,3,1.0,1.0,0,4,7,1961,98198,47.3644,-122.312,train,12.283033686666302,0,1,0,3.727938343745912,4.490463603824189,3.536634858729855
80,4,2.5,2.0,0,3,9,2012,98058,47.4557,-122.13,train,12.873902018105827,0,0,0,3.837540928858167,4.165793121815377,3.837540928858167
230,2,2.25,2.0,0,3,8,2007,98106,47.5396,-122.368,train,12.761393509182716,0,0,0,3.6730051049566463,3.754393585317138,3.6730051049566463
340,3,1.0,1.5,0,3,7,1900,98103,47.6677,-122.333,train,13.695825715018294,0,0,0,3.622113757801675,4.268497909356208,3.622113757801675
32,3,1.75,1.5,0,5,7,1942,98115,47.69,-122.304,train,13.180632285528304,0,0,0,3.5654494151481733,4.353162420069371,3.5654494151481733
32,3,2.0,1.0,0,4,6,1942,98056,47.4947,-122.185,train,12.345834587905332,0,1,1,3.6361991962850233,4.315260938361621,3.2896256060050506
325,4,2.5,2.0,0,3,9,2006,98053,47.6544,-121.998,train,13.681979165339753,0,0,0,4.040118708108351,6.226724107786404,4.040118708108351
367,3,1.5,2.0,0,3,7,1945,98199,47.6471,-122.397,train,12.936033799212836,0,0,0,3.6076199893650487,3.7463801504611896,3.6076199893650487
286,3,1.75,1.0,0,4,7,1952,98004,47.5995,-122.198,train,13.522480879185895,0,1,0,3.777429260520338,4.709530201312334,3.5015327293932312
200,4,2.5,2.0,0,3,10,1994,98006,47.5529,-122.12,train,13.529566973466212,0,0,0,3.9430407008878725,4.5220838584608,3.9430407008878725
160,3,2.5,2.0,0,3,8,1985,98052,47.7155,-122.104,train,12.957488734214095,0,0,0,3.7532958900354205,4.461329149762201,3.7532958900354205
259,3,1.75,1.0,0,4,7,1987,98092,47.2766,-122.146,train,12.29454129351778,0,0,0,3.6185295130623687,4.5703879542951364,3.6185295130623687
369,3,2.5,2.0,0,3,7,1994,98030,47.3658,-122.172,train,12.254862809699606,0,0,0,3.691994728989254,4.407313777655348,3.691994728989254
6,4,1.75,1.0,0,4,8,1947,98166,47.4444,-122.351,train,13.38087407255583,0,1,0,3.815230630891813,5.083617737346139,3.528087642050205
52,3,2.0,1.0,0,3,6,1931,98168,47.4727,-122.297,train,12.2783933071098,0,0,0,3.6002124464724785,4.524204752414981,3.6002124464724785
270,3,2.0,1.0,0,5,6,1944,98056,47.4919,-122.187,train,12.506177237980513,0,1,0,3.6039299357162378,4.404632806084655,3.2610463990850764
305,3,2.25,2.0,0,3,7,2009,98028,47.7607,-122.233,train,12.873902018105827,0,0,0,3.6532656994697525,4.210231001228233,3.6532656994697525
81,2,1.0,1.0,0,5,5,1914,98002,47.297,-122.227,train,12.154252896800378,0,0,0,3.4538776394910684,4.168913631223957,3.4538776394910684
227,4,2.5,1.5,0,4,9,1921,98112,47.6467,-122.304,train,13.790192749979983,0,1,0,4.006506055184458,4.253571427781368,3.805426395197625
283,3,1.75,1.0,0,4,7,1967,98005,47.6046,-122.168,train,13.303651066607983,0,0,0,3.5733860897263185,4.451227796103441,3.5733860897263185
370,3,2.5,2.0,0,3,9,2001,98033,47.6734,-122.173,train,13.527828485512494,0,0,0,3.8916120081680186,4.477401376425485,3.8916120081680186
226,3,1.0,1.0,0,3,7,1969,98034,47.7137,-122.213,train,12.736371430559664,0,0,0,3.473487996067709,4.460662038255633,3.473487996067709
69,2,1.0,1.0,0,5,6,1942,98126,47.5161,-122.374,train,12.538967060803502,0,0,0,3.253638856192506,4.374152456189812,3.253638856192506
203,4,1.75,1.0,0,4,7,1960,98027,47.5265,-122.05,train,13.186745636333598,0,1,0,3.6632328069201607,4.820996454918998,3.6112830094110855
56,2,1.5,3.0,0,3,8,2008,98103,47.6491,-122.334,train,13.130728293735956,0,0,0,3.545038417888046,3.715353541272984,3.545038417888046
175,7,3.75,2.0,0,3,10,2001,98075,47.595,-122.04,train,13.74937075545973,0,1,0,4.268497909356208,4.994878493844152,4.099869480315393
357,2,1.0,1.0,0,4,6,1917,98117,47.6931,-122.372,train,12.887526727499074,0,0,0,3.4830120935530564,4.328825272055747,3.4830120935530564
228,4,2.5,2.0,0,3,8,1995,98028,47.7443,-122.228,train,13.102160670086809,0,0,0,3.8575618018160527,5.2653943454292795,3.8575618018160527
342,3,1.5,1.0,0,3,7,1968,98059,47.475,-122.111,train,12.576155796357996,0,0,0,3.6002124464724785,5.066505355407188,3.6002124464724785
297,3,1.75,1.0,0,4,7,1967,98059,47.473,-122.149,train,12.660169175050076,0,0,0,3.6632328069201607,4.584759188727964,3.6632328069201607
20,4,1.5,1.0,0,3,7,1962,98168,47.4787,-122.302,train,12.100712129872347,0,1,0,3.7308201961042875,4.447266567899277,3.4637789531391583
367,3,1.0,1.0,0,4,7,1956,98007,47.5942,-122.136,train,13.079455876393052,0,0,0,3.6498986833790803,4.609848233450104,3.6498986833790803
355,3,1.0,1.0,0,2,7,1983,98074,47.6339,-122.033,train,12.542544882151386,0,1,0,3.528087642050205,4.647386713975506,3.412186835021543
173,4,2.25,2.0,0,3,9,1989,98075,47.5839,-121.991,train,13.34550692871854,0,0,0,3.8526312374331626,5.246816272753187,3.8526312374331626
152,4,2.5,2.0,0,3,9,2004,98033,47.6874,-122.161,train,13.557387287754038,0,0,0,4.040118708108351,4.182021005961031,4.040118708108351
26,2,2.0,1.0,0,5,5,1927,98002,47.3025,-122.224,train,12.14950229404178,0,1,0,3.719191765022154,4.030901137269174,3.372618174742181
167,3,3.5,2.0,0,4,9,1977,98008,47.5845,-122.115,train,13.652991628466498,1,1,0,3.9354647983775712,4.6595076943009195,3.815230630891813
67,3,1.0,1.5,0,3,6,1944,98125,47.7124,-122.289,train,12.495003937382387,0,0,0,3.622113757801675,4.499809670330265,3.622113757801675
84,4,2.5,2.0,0,3,8,2005,98038,47.3441,-122.04,train,12.765688433465597,0,0,0,3.9335527501583694,4.338464124768698,3.9335527501583694
18,3,1.5,1.0,0,4,8,1959,98028,47.7623,-122.256,train,12.86099861326992,0,0,0,3.6532656994697525,4.586319252396086,3.6532656994697525
375,3,1.75,1.5,0,3,7,1925,98105,47.666,-122.327,train,13.071070083016778,0,0,0,3.7250397849037493,4.124656873130318,3.7250397849037493
256,2,1.75,2.0,0,3,8,2012,98108,47.5646,-122.295,train,12.721885810807205,0,0,0,3.5733860897263185,3.714760421393231,3.5733860897263185
52,3,1.75,1.0,0,4,7,1962,98023,47.3208,-122.337,train,12.473615784141067,0,0,0,3.6185295130623687,4.9045884365324435,3.6185295130623687
52,3,2.25,2.0,0,3,7,2005,98029,47.5485,-121.999,train,13.116345305078768,0,0,0,3.698167646900404,4.1236100263726145,3.698167646900404
66,3,1.0,1.0,0,4,7,1967,98002,47.3256,-122.209,train,12.343658308482738,0,0,0,3.5573847241832315,4.349757374105096,3.5573847241832315
132,3,4.25,2.0,0,3,13,1997,98177,47.7296,-122.37,train,15.150511624696614,1,1,0,4.30715995107348,5.231551670235775,4.249514610394283
67,2,1.0,1.0,0,3,6,1930,98106,47.5329,-122.348,train,11.904967552746252,0,0,0,3.2228599096927892,4.17141990213573,3.2228599096927892
173,3,1.75,1.0,0,3,7,1987,98034,47.7315,-122.226,train,12.89921982609012,0,0,0,3.646508839886391,4.40358631145835,3.646508839886391
152,3,1.75,2.0,0,3,7,1906,98112,47.6296,-122.308,train,13.34550692871854,0,0,1,3.7072864406752943,4.238185598447991,3.7072864406752943
318,3,1.0,1.0,0,3,6,1952,98023,47.3261,-122.353,train,12.314927050442256,0,0,0,3.553303068863651,5.586560842457982,3.553303068863651
327,3,2.5,2.0,0,3,9,2003,98029,47.5453,-121.996,train,13.366093562326927,0,0,0,3.8412412232672524,4.258596595708119,3.8412412232672524
318,2,1.0,1.0,0,3,6,1904,98144,47.6013,-122.299,train,12.751299696013495,0,1,0,3.433466642230941,3.9505035259962105,3.329646959841819
294,4,1.0,1.0,0,3,7,1971,98058,47.4278,-122.152,train,12.537173338349476,0,1,0,3.6697688477038373,4.517993492415703,3.3231952574238646
271,4,2.75,2.0,0,4,9,1998,98075,47.5903,-121.986,train,13.559327152571864,0,0,0,3.974015995318642,4.6170284492967495,3.974015995318642
335,4,2.0,1.0,0,5,6,1925,98126,47.5261,-122.376,train,13.036805489042685,0,1,0,3.8832084490098278,4.432514593343883,3.536634858729855
343,4,3.25,2.0,0,3,10,2008,98027,47.5322,-122.076,train,13.493926933836812,0,1,0,3.9335527501583694,3.9223163222323403,3.838931750339105
269,4,2.5,2.0,0,3,9,1996,98042,47.3831,-122.147,train,12.80737862242454,1,0,0,3.9100189947293766,4.571351861630186,3.9100189947293766
361,3,2.5,2.0,0,4,9,2000,98199,47.659,-122.398,train,13.601078947252086,0,0,0,3.785221626028687,4.147024820051014,3.785221626028687
341,2,1.0,1.0,0,3,7,1981,98034,47.7242,-122.161,train,12.546109948315882,0,0,0,3.4175922930736506,3.9316333620047867,3.4175922930736506
258,1,1.75,1.0,0,3,7,1937,98115,47.6724,-122.266,train,12.984250075274694,0,1,0,3.4637789531391583,4.207247896588948,3.3231952574238646
144,4,1.75,1.0,0,3,7,1977,98011,47.7721,-122.206,train,12.468436909997664,0,1,0,3.704265283447313,4.446168269819006,3.458852804917653
229,4,2.5,2.0,0,3,9,2008,98126,47.549,-122.374,train,13.383187995686226,0,0,0,3.956028444089503,4.2430576179226875,3.956028444089503
354,4,2.25,2.0,0,4,9,1970,98040,47.5489,-122.225,train,13.7525707581904,0,0,0,3.8571155724245427,4.5891151590289745,3.8571155724245427
357,4,2.5,2.0,0,3,10,1984,98033,47.6484,-122.182,train,14.006957022535229,0,0,0,4.070157770079993,5.233263023874526,4.070157770079993
328,3,1.0,1.5,0,4,7,1968,98034,47.7277,-122.185,train,13.023647404465173,0,0,0,3.838931750339105,4.674355020620477,3.838931750339105
75,2,1.0,1.0,0,1,5,1932,98148,47.4611,-122.324,train,11.56646623189826,0,0,0,3.4175922930736506,4.477078483291886,3.4175922930736506
32,3,1.5,1.0,0,3,7,1960,98148,47.4327,-122.328,train,12.170445467887022,0,0,0,3.536634858729855,4.555149508897978,3.536634858729855
61,3,3.5,2.0,0,5,10,1909,98102,47.6465,-122.319,train,14.579814932840549,1,1,0,4.223385363559846,4.306251685610281,4.009806397200133
104,5,4.0,3.0,0,3,10,1974,98119,47.6346,-122.364,train,13.997832114758229,0,1,1,3.9523519569368735,3.9686873480816476,3.88742788333276
115,3,1.5,1.0,0,3,7,1956,98146,47.4887,-122.343,train,12.180754837545884,0,0,0,3.5408542930527873,4.5370311768417775,3.5408542930527873
238,5,3.5,2.0,0,3,9,2014,98011,47.7338,-122.208,train,13.671582449157189,0,1,0,4.247473791234459,4.697953329467513,4.092953740741162
108,3,2.25,1.0,0,5,8,1969,98056,47.5138,-122.173,train,12.959844447906551,0,0,0,3.7308201961042875,4.589011885249819,3.7308201961042875
269,3,2.5,1.0,0,3,10,1959,98105,47.6718,-122.256,train,14.038654109278484,0,0,0,3.9523519569368735,4.74094653124904,3.9523519569368735
342,4,2.0,2.0,0,3,7,1990,98030,47.3748,-122.186,train,12.533576212168626,0,0,0,3.719191765022154,4.698326975019837,3.719191765022154
109,3,2.25,1.0,0,3,7,1987,98125,47.73,-122.297,train,12.956308793074246,0,1,0,3.772166054026844,4.461195798647929,3.5408542930527873
234,3,2.5,2.0,0,3,7,2004,98059,47.4899,-122.166,train,12.577463773304586,0,0,0,3.766846854924316,3.6348083748040847,3.766846854924316
165,4,2.5,2.0,0,3,9,2004,98029,47.5524,-121.992,train,13.42984807715229,0,0,0,3.9160070902527346,4.258596595708119,3.9160070902527346
243,3,1.75,1.0,0,4,7,1950,98117,47.6808,-122.384,train,13.304684934198283,0,1,0,3.6256724916861067,4.156926133699104,3.4538776394910684
262,5,1.75,1.0,0,3,7,1963,98055,47.4887,-122.223,train,12.429216196844385,1,1,0,3.8458284114052734,4.508984239664363,3.5408542930527873
369,4,2.0,2.0,0,3,7,1938,98115,47.6929,-122.321,train,13.112313041550829,0,1,1,3.7250397849037493,4.298279373398489,3.646508839886391
87,3,3.0,2.0,0,3,8,2002,98122,47.6111,-122.308,train,13.386264921190708,0,1,0,3.8615600461331656,3.757127326408205,3.7072864406752943
256,3,1.75,1.0,0,3,7,1944,98115,47.6782,-122.278,train,13.353475098367715,0,1,0,3.6697688477038373,4.421807546091975,3.5654494151481733
94,3,2.25,3.0,0,3,8,2014,98103,47.6536,-122.354,train,13.335860551666734,0,0,0,3.704265283447313,3.426121284525939,3.704265283447313
318,3,1.75,1.0,0,4,7,1957,98008,47.6008,-122.118,train,13.217673557208654,0,0,0,3.6361991962850233,4.5500953142375975,3.6361991962850233
322,4,2.25,2.0,0,4,8,1977,98027,47.4663,-122.006,train,13.122363377404328,0,0,0,3.895761409575366,5.2549934631852,3.895761409575366
67,4,2.25,3.0,1,3,10,1984,98056,47.5169,-122.209,train,14.266586177324491,1,0,0,3.984505890553239,4.905302212528036,3.984505890553239
60,3,1.75,1.0,0,3,8,1984,98074,47.6212,-122.038,train,13.199324418540456,0,1,0,3.812797536066227,4.5837164354824536,3.622113757801675
104,3,2.5,2.0,0,3,8,1957,98056,47.5253,-122.201,train,13.428376406540831,1,0,1,3.963301299590692,4.571565811141366,3.963301299590692
98,2,1.0,1.0,0,3,6,1940,98118,47.551,-122.289,train,12.367340793126296,0,0,0,3.2896256060050506,4.375816351236149,3.2896256060050506
305,4,2.5,2.0,0,3,9,1990,98112,47.6215,-122.29,train,13.691080479586097,0,1,0,3.9686873480816476,4.417750728704889,3.8412412232672524
81,2,2.0,1.0,0,3,7,1988,98011,47.7732,-122.172,train,12.721885810807205,0,0,0,3.614919389075625,4.336243037911136,3.614919389075625
214,6,2.0,2.0,0,1,7,1900,98122,47.6031,-122.296,train,12.977337605354071,0,0,0,4.01634243798381,4.306251685610281,4.01634243798381
14,3,1.0,1.0,0,3,6,1940,98146,47.5118,-122.348,train,12.100712129872347,0,0,0,3.4538776394910684,4.913114233494588,3.4538776394910684
363,3,2.0,1.0,0,3,8,1964,98155,47.7657,-122.272,train,13.253391639810731,0,1,0,3.7826376409494658,4.649587542838336,3.569433499972762
370,3,1.0,1.0,0,4,6,1968,98033,47.6698,-122.177,train,13.017002861746503,0,0,0,3.6697688477038373,4.5540430689687135,3.6697688477038373
305,3,2.0,1.0,0,3,7,1989,98092,47.3128,-122.13,train,12.46651198158808,0,0,0,3.5964671106079,5.232408079237612,3.5964671106079
297,3,2.25,3.0,0,3,8,2008,98103,47.691,-122.342,train,12.985397522331173,0,0,0,3.6498986833790803,3.6163665680888073,3.6498986833790803
160,4,2.25,2.0,0,3,8,1978,98011,47.7746,-122.197,train,12.992254692057308,0,0,0,3.8571155724245427,4.512005396892345,3.8571155724245427
314,4,2.5,1.5,0,3,6,1914,98055,47.4787,-122.23,train,12.821258284620408,0,0,0,3.824846311855757,4.943679085303122,3.824846311855757
33,1,1.0,1.0,0,3,6,1942,98168,47.4919,-122.311,train,11.813030057420567,0,0,0,3.3360164727305337,4.738731265231301,3.3360164727305337
103,3,2.75,2.0,0,4,10,1987,98034,47.7108,-122.225,train,13.623138665316818,0,0,0,4.009806397200133,5.04688863948963,4.009806397200133
